id,I32
SCCs,17
m,8
Lab info
id,Open_time,Working_time,Service_time
0,0,2000,10
SCCs info
id,k,Open_time,Collection_time,Service_time,TmaxSCC,Tmax2Lab,
1,2,435,150,10,180,270
2,2,375,300,10,180,340
3,2,345,300,10,180,345
4,1,510,90,10,180,300
5,3,525,240,10,180,270
6,2,240,450,10,180,420
7,2,270,450,10,180,420
8,2,345,330,10,180,355
9,2,345,450,10,180,420
10,2,180,690,10,180,540
11,1,555,90,10,180,300
12,1,675,90,10,180,300
13,2,345,450,10,180,420
14,6,420,750,10,180,308
15,1,1245,90,10,180,300
16,2,585,15,10,180,195
17,2,315,360,10,180,375
TravelTime Matrix
i,j,time
0,0,0
0,1,57
0,2,7
0,3,14
0,4,28
0,5,42
0,6,12
0,7,7
0,8,14
0,9,55
0,10,58
0,11,13
0,12,53
0,13,36
0,14,32
0,15,52
0,16,25
0,17,13
1,0,57
1,1,0
1,2,62
1,3,66
1,4,74
1,5,18
1,6,56
1,7,53
1,8,67
1,9,30
1,10,6
1,11,67
1,12,98
1,13,58
1,14,72
1,15,92
1,16,42
1,17,67
2,0,7
2,1,62
2,2,0
2,3,14
2,4,32
2,5,49
2,6,16
2,7,13
2,8,7
2,9,61
2,10,64
2,11,6
2,12,55
2,13,37
2,14,35
2,15,56
2,16,31
2,17,6
3,0,14
3,1,66
3,2,14
3,3,0
3,4,23
3,5,50
3,6,19
3,7,17
3,8,12
3,9,63
3,10,66
3,11,12
3,12,49
3,13,32
3,14,35
3,15,55
3,16,32
3,17,12
4,0,28
4,1,74
4,2,32
4,3,23
4,4,0
4,5,59
4,6,25
4,7,30
4,8,27
4,9,72
4,10,75
4,11,27
4,12,32
4,13,39
4,14,47
4,15,68
4,16,41
4,17,27
5,0,42
5,1,18
5,2,49
5,3,50
5,4,59
5,5,0
5,6,40
5,7,37
5,8,51
5,9,31
5,10,25
5,11,51
5,12,82
5,13,40
5,14,56
5,15,77
5,16,27
5,17,51
6,0,12
6,1,56
6,2,16
6,3,19
6,4,25
6,5,40
6,6,0
6,7,12
6,8,15
6,9,56
6,10,59
6,11,14
6,12,52
6,13,35
6,14,32
6,15,53
6,16,26
6,17,14
7,0,7
7,1,53
7,2,13
7,3,17
7,4,30
7,5,37
7,6,12
7,7,0
7,8,16
7,9,52
7,10,55
7,11,15
7,12,55
7,13,38
7,14,29
7,15,50
7,16,22
7,17,15
8,0,14
8,1,67
8,2,7
8,3,12
8,4,27
8,5,51
8,6,15
8,7,16
8,8,0
8,9,64
8,10,67
8,11,4
8,12,54
8,13,35
8,14,36
8,15,57
8,16,34
8,17,4
9,0,55
9,1,30
9,2,61
9,3,63
9,4,72
9,5,31
9,6,56
9,7,52
9,8,64
9,9,0
9,10,26
9,11,64
9,12,89
9,13,37
9,14,69
9,15,89
9,16,49
9,17,64
10,0,58
10,1,6
10,2,64
10,3,66
10,4,75
10,5,25
10,6,59
10,7,55
10,8,67
10,9,26
10,10,0
10,11,67
10,12,99
10,13,57
10,14,72
10,15,93
10,16,49
10,17,67
11,0,13
11,1,67
11,2,6
11,3,12
11,4,27
11,5,51
11,6,14
11,7,15
11,8,4
11,9,64
11,10,67
11,11,0
11,12,52
11,13,34
11,14,37
11,15,58
11,16,35
11,17,0
12,0,53
12,1,98
12,2,55
12,3,49
12,4,32
12,5,82
12,6,52
12,7,55
12,8,54
12,9,89
12,10,99
12,11,52
12,12,0
12,13,55
12,14,72
12,15,93
12,16,66
12,17,51
13,0,36
13,1,58
13,2,37
13,3,32
13,4,39
13,5,40
13,6,35
13,7,38
13,8,35
13,9,37
13,10,57
13,11,34
13,12,55
13,13,0
13,14,56
13,15,76
13,16,51
13,17,34
14,0,32
14,1,72
14,2,35
14,3,35
14,4,47
14,5,56
14,6,32
14,7,29
14,8,36
14,9,69
14,10,72
14,11,37
14,12,72
14,13,56
14,14,0
14,15,28
14,16,39
14,17,38
15,0,52
15,1,92
15,2,56
15,3,55
15,4,68
15,5,77
15,6,53
15,7,50
15,8,57
15,9,89
15,10,93
15,11,58
15,12,93
15,13,76
15,14,28
15,15,0
15,16,60
15,17,59
16,0,25
16,1,42
16,2,31
16,3,32
16,4,41
16,5,27
16,6,26
16,7,22
16,8,34
16,9,49
16,10,49
16,11,35
16,12,66
16,13,51
16,14,39
16,15,60
16,16,0
16,17,34
17,0,13
17,1,67
17,2,6
17,3,12
17,4,27
17,5,51
17,6,14
17,7,15
17,8,4
17,9,64
17,10,67
17,11,0
17,12,51
17,13,34
17,14,38
17,15,59
17,16,34
17,17,0
Distance Matrix
i,j,Distance
0,0,0
0,1,64.83
0,2,3.36
0,3,12.04
0,4,32.38
0,5,46.5
0,6,6.45
0,7,2.67
