Log for instance I12
Total time (s);20.527;Iterations;7
SCC;4;Number of TR;35
Maximum commodity time; 345 minutes;dk;30;;MIP solution time limit;3600 s
Initial grouping;Final grouping
5;9
Log for commodities grouping
commodity iteration;iteration;Lower Bound;Best Lower Bound;Upper Bound;RelativeGap;infactibility;type;SKid;CGinitial;CG;time (s);Picks
1;3;230.0;230.0;240;4.3478260869565215;270;1;3;5;7;0.179
2;6;230.0;230.0;240;4.3478260869565215;210;1;4;7;9;3.025
Log for partial expanded
iteration;Lower Bound;Best Lower Bound;Upper Bound;RelativeGap;NEinitial;NEfinal;number of infeasible arcs;time (s); k iteration; infactibility; SKid;Picks
1;179.0;179.0;240;34.07821229050279;24;31;4;3.107;5;270;3
2;189.0;189.0;240;26.984126984126984;31;36;3;0.084;5;270;3
3;230.0;230.0;240;4.3478260869565215;42;44;1;0.179;7;270;3
4;230.0;230.0;240;4.3478260869565215;44;51;4;0.118;7;178;4
5;230.0;230.0;240;4.3478260869565215;51;52;1;0.137;7;210;4
6;230.0;230.0;240;4.3478260869565215;58;58;0;3.025;9;210;4
